code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count
CARDLIPIGG//3181-5,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,GPL,Number,<15,872
KETONESUR//2514-8,Ketones [Presence] in Urine by Test strip,,Category,3+,844
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,See Stain,841
BLDUR//20409-9,Erythrocytes [#/volume] in Urine by Test strip,,,3+,836
HEPBSURABQ//16935-9,Hepatitis B virus surface Ab [Units/volume] in Serum,IU/L,Number,>1000,824
DDIMER//48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,ug/mL FEU,Number,>20.00,818
PROTCLUR//20454-5,Protein [Presence] in Urine by Test strip,,,3+,818
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60%,808
IGASER//2458-8,IgA [Mass/volume] in Serum or Plasma,mg/dL,Number,<7,806
MTBQFNGOLD//39017-9,Mycobacterium tuberculosis tuberculin stimulated gamma interferon/Mitogen stimulated gamma interferon in Blood,,,NEGATIVE,793
INFLUAQLPCR//34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,,Category,Detected,788
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,25%,785
CRYOCRIT//15174-6,Cryocrit of Serum by Spun Westergren,,Category,Negative,783
CARDLIPIGM//3182-3,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay,MPL,Number,<12.5,762
HEPAABTOT//13951-9,Hepatitis A virus Ab [Presence] in Serum by Immunoassay,,Category,Nonreactive,760
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2L NC,757
KETONESUR//2514-8,Ketones [Presence] in Urine by Test strip,,,Trace,746
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Lactose Positive Gram Negative Rod,742
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2L,733
BKVBLD//41479-7,BK virus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,,Number,<500,729
COVIDPCRPOC//94534-5,SARS-CoV-2 (COVID-19) RdRp gene [Presence] in Respiratory system specimen by NAA with probe detection,,,Negative,726
MEASLESAB//35275-7,Measles virus IgG Ab [Presence] in Serum by Immunoassay,,Category,Negative,726
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%,721
MUMPSABSTAT//6476-6,Mumps virus IgG Ab [Presence] in Serum by Immunoassay,,Category,Positive,720
COCCIABCF//5096-3,Coccidioides immitis Ab [Titer] in Serum by Complement fixation,,,<1:2,718
PHUR//5803-2,pH of Urine by Test strip,,Number,>=9.0,715
ALBCREATUR//30000-4,Microalbumin/Creatinine [Ratio] in Urine,mcg/mg,,Test Not Performed,714
CENTROBAB//53982-5,Centromere protein B Ab [Units/volume] in Serum,AI,,<1.0 NEG,708
COCCISERABID//5095-5,Coccidioides immitis Ab [Presence] in Serum by Immune diffusion (ID),,Category,Negative,707
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Candida glabrata,703
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Staphylococcus aureus,696
TPOAB//8099-4,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,IU/mL,Number,<9.0,694
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35%,689
KLFREESER//15189-4,Kappa light chains/Lambda light chains [Mass Ratio] in Serum,,,See Note,677
COVIDPCRPOC//94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,,,NOT DETECTED,669
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Enterococcus faecalis",669
ALBUMINUR//1754-1,Albumin [Mass/volume] in Urine,mg/L,,<12,655
METHADONEUR//19550-3,Methadone [Presence] in Urine by Screen method,,,Negative,654
BARBITUR//16429-3,Barbiturates [Presence] in Urine by Confirmatory method,,,Negative,648
COCAINEUR//14314-9,Benzoylecgonine [Presence] in Urine by Screen method,,,Negative,648
RUBELLAB//8014-3,Rubella virus IgG Ab [Units/volume] in Serum,,Category,Positive,640
HAPTOGLOB//4542-7,Haptoglobin [Mass/volume] in Serum or Plasma,mg/dL,Number,<8,631
KETONES//38493-3,Ketones [Titer] in Serum or Plasma,,Category,Negative,627
CDIFTOXAG//34468-9,Clostridioides difficile toxin A+B [Presence] in Stool by Immunoassay,,Category,Negative,614
ETHANOLUR//5644-0,Ethanol [Presence] in Urine,,,Negative,613
AMPHMETHUR//16367-5,Deprecated Amphetamine/Methamphetamine [Mass ratio] in Urine Qualitative,,Category,Negative,610
LIPASE//3040-3,Lipase [Enzymatic activity/volume] in Serum or Plasma,U/L,Number,<5,602
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Lactose Negative Gram Negative Rod,599
RSVQLPCR//40988-8,Respiratory syncytial virus RNA [Presence] in Specimen by NAA with probe detection,,Category,Detected,598
BENZOUR//14316-4,Benzodiazepines [Presence] in Urine by Screen method,,,Negative,587
FUCUL//580-1,Fungus identified in Specimen by Culture,,,NEGATIVE,586
TCRUZIAB//57320-4,Trypanosoma cruzi Ab [Presence] in Serum or Plasma by Immunoassay,,,NONREACTIVE,585
IGMSER//2472-9,IgM [Mass/volume] in Serum or Plasma,mg/dL,Number,<5,582
VANCOTROUGH//4092-3,Vancomycin [Mass/volume] in Serum or Plasma --trough,mcg/mL,Number,<4.0,579
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Enterococcus species",577
CANNABUR//18282-4,Cannabinoids [Presence] in Urine by Screen method,,,Negative,573
ANAAB//42254-3,Nuclear Ab [Presence] in Serum by Immunofluorescence,titer,,<1:40,571
OPIATESUR//19295-5,Opiates [Presence] in Urine by Screen method,,,Negative,570
TOXOPLIGM//12262-2,Toxoplasma gondii IgM Ab [Titer] in Serum by Immunoassay,,Category,Nonreactive,569
PO2ART//2703-7,Oxygen [Partial pressure] in Arterial blood,mm Hg,Number,>500,558
THYGLOB//3013-0,Thyroglobulin [Mass/volume] in Serum or Plasma,ng/mL,Number,<0.2,557
PO2ART//2703-7,Oxygen [Partial pressure] in Arterial blood,mm Hg,Number,>488,551
CMVQPCR//30247-1,Cytomegalovirus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,,,NOT DETECTED,551
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,30%,550
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,"Normal respiratory tract flora isolated.  No clinically significant Staphylococcus aureus/MRSA, Pseudomonas aeruginosa, or Enterobacter species isolated.",543
BILICON//15152-2,Bilirubin.conjugated [Mass/volume] in Serum or Plasma,mg/dL,Number,>30.0,542
BILIUR//1977-8,Bilirubin.total [Presence] in Urine,,Category,2+,537
WBCSUR//5821-4,Leukocytes [#/area] in Urine sediment by Microscopy high power field,cells/uL,,>1000,532
FUCULUR//40435-0,Fungus identified in Urine by Culture,,Category,Negative,531
ASTREPDIR//11268-0,Streptococcus pyogenes [Presence] in Throat by Organism specific culture,,Category,Negative by antigen detection assay.,530
MTBQFNGOLD//71773-6,Mycobacterium tuberculosis stimulated gamma interferon [Interpretation] in Blood Qualitative,,Category,Positive,528
COVID19QLPCR//94309-2,SARS-CoV-2 (COVID-19) RNA [Presence] in Specimen by NAA with probe detection,,,Not Detected,518
HBVQPCRALPHA//5009-6,Hepatitis B virus DNA [Presence] in Specimen by NAA with probe detection,,Category,Detected,511
HEPBSURABQ//16935-9,Hepatitis B virus surface Ab [Units/volume] in Serum,IU/L,,<10,509
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Klebsiella pneumoniae,505
VZVAB//15410-4,Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay,,Category,Negative,505
NDNAABIFA//6457-6,DNA double strand Ab [Presence] in Serum by Immunofluorescence (IF) Crithidia luciliae,titer,Category,Positive,504
HIVABSCN//7918-6,HIV 1+2 Ab [Presence] in Serum,,,Nonreactive,500
BILIUR//1977-8,Bilirubin.total [Presence] in Urine,,Category,Positive,498
COVIDQLIGG//94563-4,SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum or Plasma by Immunoassay,,Category,Negative,497
HEPBCORABTOT//13952-7,Hepatitis B virus core Ab [Presence] in Serum or Plasma by Immunoassay,,,Nonreactive,494
PCO2VEN//2021-4,Carbon dioxide [Partial pressure] in Venous blood,mm Hg,Number,>100,492
KETONESUR//2514-8,Ketones [Presence] in Urine by Test strip,,,1+,490
DEFAERO1//32367-5,Bacteria identified in Isolate by Aerobe culture,,,PERFORMED,487
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Pseudomonas aeruginosa,477
EBVEAIGG//40752-8,Epstein Barr virus early IgG Ab [Presence] in Serum by Immunoassay,,Category,Negative,475
BOHBUTYR//6873-4,Beta hydroxybutyrate [Moles/volume] in Serum or Plasma,mg/dL,Number,<1.0,473
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Lactose Positive Gram Negative Rod,472
VITD25OH//62292-8,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma,ng/mL,Number,<6,470
BILITOT//1975-2,Bilirubin.total [Mass/volume] in Serum or Plasma,mg/dL,,<0.2,468
CYCLOTROUGH//16703-1,cycloSPORINE [Mass/volume] in Plasma,ng/mL,Number,<30,468
GLUCOSEUR//25428-4,Glucose [Presence] in Urine by Test strip,,,1+,464
NITRITEUR//20407-3,Nitrite [Mass/volume] in Urine by Test strip,,,Positive,463
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Enterococcus faecium,453
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Probable Staphylococcus aureus,451
HEPBSURAG//5196-1,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay,,Category,Reactive,450
FECALBLDIA//29771-3,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay,,Category,Positive,448
SRWEST//82477-1,Erythrocyte sedimentation rate by Photometric method,mm/hr,Number,>130,442
HCVQPCR//10676-5,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe with amplification,IU/mL,,NOT DETECTED,437
FECALBLDIA//57905-2,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay --1st specimen,,,Negative,436
DIGOXIN//10535-3,Digoxin [Mass/volume] in Serum or Plasma,ng/mL,Number,<0.5,432
RHEUMFAC//11572-5,Rheumatoid factor [Units/volume] in Serum or Plasma,IU/mL,,<10,430
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Probable candida albicans,428
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,40%,428
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 30%,427
HCVQPCRALPHA//5012-0,Hepatitis C virus RNA [Presence] in Specimen by NAA with probe detection,,Category,Detected,425
SPECGRAVUR//2965-2,Specific gravity of Urine,,,<1.005,424
PREGTESTUR//2106-3,Choriogonadotropin (pregnancy test) [Presence] in Urine,,Category,Positive,421
HEPBSURABCON//65633-0,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Confirmatory method,,Category,Positive,417
RBCSUR//13945-1,Erythrocytes [#/area] in Urine sediment by Microscopy high power field,cells/uL,,>1000,415
A1ATRYPPHEN//32769-2,Alpha 1 antitrypsin phenotype [Interpretation] in Serum or Plasma,,,M1M1,414
COCCIABIGM//13948-5,Coccidioides immitis IgM Ab [Presence] in Serum by Immunoassay,,,<0.150,412
COCCIABIGG//13947-7,Coccidioides immitis IgG Ab [Presence] in Serum by Immunoassay,,,<0.150,409
HCGTOTAL//45194-8,Choriogonadotropin.intact+Beta subunit [Units/volume] in Serum or Plasma,mIU/mL,Number,<1,409
CMVQPCRLOG//96396-7,Cytomegalovirus DNA [log units/volume] (viral load) in Specimen by NAA with probe detection,,Number,<2.14,406
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,,Normal respiratory tract flora.,405
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"<10,000 CFU/mL Lactose Positive Gram Negative Rod",404
GLUCOSEUR//25428-4,Glucose [Presence] in Urine by Test strip,,,3+,404
NICOTINEUR//3854-7,Nicotine [Mass/volume] in Urine,ng/mL,,<15,403
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,No Growth Undiluted,403
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,NS,401
DSDNAAB//5130-0,DNA double strand Ab [Units/volume] in Serum,IU/mL,,<200,398
COVIDQLIGG//94563-4,SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum or Plasma by Immunoassay,,Category,Positive,394
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1L NC,392
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Many Pseudomonas aeruginosa,390
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,trace,387
HEPBCORABIGM//22319-8,Hepatitis B virus core IgM Ab [Units/volume] in Serum,,,Nonreactive,385
THYSTIMIG//30166-3,Thyroid stimulating immunoglobulins actual/normal in Serum,IU/L,,<0.10,381
GYNINT//33717-0,Cervical AndOr vaginal cytology study,,Category,EPITHELIAL CELL ABNORMALITY: SQUAMOUS CELL: Atypical squamous cells of undetermined significance (ASC-US).,380
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Enterobacter cloacae complex",378
CA199//24108-3,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,U/mL,Number,<3,377
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Lactose Negative Gram Negative Rod,376
CLRANUR//2078-4,Chloride [Moles/volume] in Urine,mmol/L,Number,<20,374
COVID19QLPCR//94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,,,Positive,374
AMMONIA//16362-6,Ammonia [Moles/volume] in Plasma,mcg/dL,Number,<18,372
PO2ART//2703-7,Oxygen [Partial pressure] in Arterial blood,mm Hg,Number,<30,370
FUCUL//580-1,Fungus identified in Specimen by Culture,,Category,Candida glabrata,369
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Staphylococcus aureus,365
BKVBLD//41479-7,BK virus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,  ***,,Not Detected,364
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Streptococcus agalactiae",364
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Enterococcus-like colonies,363
CDIFTOXAG//34468-9,Clostridioides difficile toxin A+B [Presence] in Stool by Immunoassay,,Category,Positive,362
BILIUR//1977-8,Bilirubin.total [Presence] in Urine,,,Small +,360
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Enterococcus faecalis,358
CCPAB//33935-8,Cyclic citrullinated peptide IgG Ab [Units/volume] in Serum or Plasma,Units,,<16,356
HEPBEAG//13954-3,Hepatitis B virus e Ag [Presence] in Serum or Plasma by Immunoassay,,Category,Nonreactive,354
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Methicillin Resistant Staphylococcus aureus,352
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Staphylococcus hominis,351
HELPYLAGSTL//17780-8,Helicobacter pylori Ag [Presence] in Stool by Immunoassay,,Category,Positive,344
EBVEAIGG//40752-8,Epstein Barr virus early IgG Ab [Presence] in Serum by Immunoassay,,Category,Positive,341
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"20,000 CFU/mL Lactose Positive Gram Negative Rod",340
BILITOT//15152-2,Bilirubin.conjugated [Mass/volume] in Serum or Plasma,mg/dL,,<0.2,339
IGMSER//2472-9,IgM [Mass/volume] in Serum or Plasma,mg/dL,Number,<6,337
SIROLIMUS//29247-4,Sirolimus [Mass/volume] in Blood,ng/mL,Number,<1.0,334
PROTCLUR//20454-5,Protein [Presence] in Urine by Test strip,,,TRACE,328
PROTCLUR//20454-5,Protein [Presence] in Urine by Test strip,,,30 mg/dL +,327
AFPL3//42332-7,Alpha-1-Fetoprotein L3/Alpha-1-fetoprotein.total in Serum or Plasma,%,,<0.5,327
PROTUR//2888-6,Protein [Mass/volume] in Urine,mg/dL,Number,<6,323
ANAABTITER//9423-5,Nuclear Ab [Units/volume] in Serum by Immunofluorescence,titer,Category,1:80 SPECKLED,323
COCAINEUR//3393-6,Benzoylecgonine [Presence] in Urine,ng/mL,Category,Positive,321
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,RA,316
HEPEABIGM//14212-5,Hepatitis E virus IgM Ab [Presence] in Serum,,,Negative,312
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70%,308
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Yeast",308
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Stenotrophomonas maltophilia,307
ADENOAGSTL//5825-5,Adenovirus Ag [Presence] in Stool by Immunoassay,,,NOT DETECTED,306
HSV2IGG//43180-9,Herpes simplex virus 2 IgG Ab [Presence] in Serum or Plasma by Immunoassay,,Number,<0.900,306
FE//2498-4,Iron [Mass/volume] in Serum or Plasma,mcg/dL,Number,<10,305
BILICON//15152-2,Bilirubin.conjugated [Mass/volume] in Serum or Plasma,mg/dL,,<0.1,301
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,negative,300
EBVQPCR//32585-2,Epstein Barr virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,,,<10,300
ANAABTITER//9423-5,Nuclear Ab [Units/volume] in Serum by Immunofluorescence,titer,Category,1:40 SPECKLED,297
CKMB//13969-1,Creatine kinase.MB [Mass/volume] in Serum or Plasma,ng/mL,Number,<1.0,297
APTT//14979-9,aPTT in Platelet poor plasma by Coagulation assay,seconds,Number,<22.0,295
BILIUR//5770-3,Bilirubin.total [Presence] in Urine by Test strip,,,1+,295
HIVQPCR//20447-9,HIV 1 RNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,,Number,<20,292
BNP//30934-4,Natriuretic peptide B [Mass/volume] in Serum or Plasma,pg/mL,,<20,291
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Aspergillus fumigatus,290
RPR//20507-0,Reagin Ab [Presence] in Serum by RPR,,Category,Reactive,289
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Yeast,289
EBNAIGG//5156-5,Epstein Barr virus nuclear IgG Ab [Presence] in Serum by Immunoassay,,Category,Negative,288
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Klebsiella oxytoca",288
MEMALSER//13964-2,Methylmalonate [Moles/volume] in Serum or Plasma,umol/L,,<0.10,283
PHENCYUR//3936-2,Phencyclidine [Presence] in Urine,ng/mL,Category,Negative,281
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3L NC,281
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"10,000 CFU/mL Lactose Positive Gram Negative Rod",280
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Staphylococcus aureus,277
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"50,000 CFU/mL Escherichia coli",275
BARBITUR//19277-3,Barbiturates screen method [Identifier] in Urine,ng/mL,Category,Positive,274
WBCSUR//63555-7,Leukocytes [#/volume] by Microscopy high power field in Urine sediment collected for unspecified duration,cells/uL,Number,>100,273
TPALLIDABIFA//24312-1,Treponema pallidum Ab [Presence] in Serum by Agglutination,,Category,Nonreactive,268
SPUTSCN//14327-1,Epithelial cells.squamous [Presence] in Sputum by Light microscopy,,,: <10 EPITHELIAL CELLS PER LOW POWER FIELD,268
HEPEABIGG//14211-7,Hepatitis E virus IgG Ab [Presence] in Serum,,,Negative,267
CHOLDLCAL//13457-7,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,mg/dL,,Test Not Performed,267
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,,NEGATIVE,266
TPALLIDABIFA//24312-1,Treponema pallidum Ab [Presence] in Serum by Agglutination,,Category,Reactive,263
B2GLYPROIGA//21108-6,Beta 2 glycoprotein 1 IgA Ab [Units/volume] in Serum,SAU,,<9,263
ANAAB//42254-3,Nuclear Ab [Presence] in Serum by Immunofluorescence,titer,,POSITIVE,263
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3L,263
FUCULUR//580-1,Fungus identified in Specimen by Culture,,,NEGATIVE,262
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 7/5 30%,261
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"100,000 CFU/mL Klebsiella pneumoniae",261
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Enterococcus faecium",260
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"30,000 CFU/mL Lactose Positive Gram Negative Rod",260
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1L,260
PSAFREE//10886-0,Prostate Specific Ag Free [Mass/volume] in Serum or Plasma,ng/mL,Number,<0.02,259
