code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count,bucket
LEUKESTUR//27297-1,Leukocyte esterase [Units/volume] in Urine,,,2+,1032,ordinal
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Escherichia coli,1032,organism
RBCCSF//792-2,Erythrocytes [#/volume] in Cerebral spinal fluid by Manual count,/cmm,Number,<1,1016,numeric_like
GLUCOSEPOC//2339-0,Glucose [Mass/volume] in Blood,mg/dL,Number,>600,1011,numeric_like
EBNAIGG//5156-5,Epstein Barr virus nuclear IgG Ab [Presence] in Serum by Immunoassay,,Category,Positive,1011,binary
WBCCSF//806-0,Leukocytes [#/volume] in Cerebral spinal fluid by Manual count,/cmm,Number,<1,1011,numeric_like
DDIMER//48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,ug/mL FEU,Number,<0.27,991,numeric_like
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Proteus mirabilis",977,organism
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Probable candida albicans,976,organism
HIVABSCN//7918-6,HIV 1+2 Ab [Presence] in Serum,,,NONREACTIVE,959,binary
TESTOS//2986-8,Testosterone [Mass/volume] in Serum or Plasma,ng/dL,Number,<6,949,numeric_like
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Pseudomonas aeruginosa",934,organism
PREGTESTUR//2106-3,Choriogonadotropin (pregnancy test) [Presence] in Urine,,,NEGATIVE,933,binary
HCVABSCN//13955-0,Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay,,Category,Reactive,929,binary
ETHANOLUR//6111-9,Epicoccum purpurascens IgE Ab [Units/volume] in Serum,mg/dL,Category,Positive,929,binary
ESTRADIOL//2243-4,Estradiol (E2) [Mass/volume] in Serum or Plasma,pg/mL,Number,<12,928,numeric_like
HIVQPCRALPHA//20447-9,HIV 1 RNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,,Category,Detected,916,binary
KETONESUR//2514-8,Ketones [Presence] in Urine by Test strip,,Category,4+,911,ordinal
CARDLIPIGA//5076-5,Cardiolipin IgA Ab [Units/volume] in Serum by Immunoassay,APL,Number,<12,898,numeric_like
EBVQPCR//32585-2,Epstein Barr virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,,Number,<500,884,numeric_like
CARDLIPIGG//3181-5,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,GPL,Number,<15,872,numeric_like
KETONESUR//2514-8,Ketones [Presence] in Urine by Test strip,,Category,3+,844,ordinal
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,See Stain,841,free_text
BLDUR//20409-9,Erythrocytes [#/volume] in Urine by Test strip,,,3+,836,ordinal
HEPBSURABQ//16935-9,Hepatitis B virus surface Ab [Units/volume] in Serum,IU/L,Number,>1000,824,numeric_like
DDIMER//48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,ug/mL FEU,Number,>20.00,818,numeric_like
PROTCLUR//20454-5,Protein [Presence] in Urine by Test strip,,,3+,818,ordinal
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60%,808,numeric_like
IGASER//2458-8,IgA [Mass/volume] in Serum or Plasma,mg/dL,Number,<7,806,numeric_like
MTBQFNGOLD//39017-9,Mycobacterium tuberculosis tuberculin stimulated gamma interferon/Mitogen stimulated gamma interferon in Blood,,,NEGATIVE,793,binary
INFLUAQLPCR//34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,,Category,Detected,788,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,25%,785,numeric_like
CRYOCRIT//15174-6,Cryocrit of Serum by Spun Westergren,,Category,Negative,783,binary
CARDLIPIGM//3182-3,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay,MPL,Number,<12.5,762,numeric_like
HEPAABTOT//13951-9,Hepatitis A virus Ab [Presence] in Serum by Immunoassay,,Category,Nonreactive,760,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2L NC,757,unknown
KETONESUR//2514-8,Ketones [Presence] in Urine by Test strip,,,Trace,746,ordinal
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Lactose Positive Gram Negative Rod,742,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2L,733,numeric_like
BKVBLD//41479-7,BK virus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,,Number,<500,729,numeric_like
COVIDPCRPOC//94534-5,SARS-CoV-2 (COVID-19) RdRp gene [Presence] in Respiratory system specimen by NAA with probe detection,,,Negative,726,binary
MEASLESAB//35275-7,Measles virus IgG Ab [Presence] in Serum by Immunoassay,,Category,Negative,726,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%,721,numeric_like
MUMPSABSTAT//6476-6,Mumps virus IgG Ab [Presence] in Serum by Immunoassay,,Category,Positive,720,binary
COCCIABCF//5096-3,Coccidioides immitis Ab [Titer] in Serum by Complement fixation,,,<1:2,718,numeric_like
PHUR//5803-2,pH of Urine by Test strip,,Number,>=9.0,715,numeric_like
ALBCREATUR//30000-4,Microalbumin/Creatinine [Ratio] in Urine,mcg/mg,,Test Not Performed,714,free_text
CENTROBAB//53982-5,Centromere protein B Ab [Units/volume] in Serum,AI,,<1.0 NEG,708,binary
COCCISERABID//5095-5,Coccidioides immitis Ab [Presence] in Serum by Immune diffusion (ID),,Category,Negative,707,binary
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Candida glabrata,703,organism
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Staphylococcus aureus,696,organism
TPOAB//8099-4,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,IU/mL,Number,<9.0,694,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35%,689,numeric_like
KLFREESER//15189-4,Kappa light chains/Lambda light chains [Mass Ratio] in Serum,,,See Note,677,free_text
COVIDPCRPOC//94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,,,NOT DETECTED,669,binary
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Enterococcus faecalis",669,organism
ALBUMINUR//1754-1,Albumin [Mass/volume] in Urine,mg/L,,<12,655,numeric_like
METHADONEUR//19550-3,Methadone [Presence] in Urine by Screen method,,,Negative,654,binary
BARBITUR//16429-3,Barbiturates [Presence] in Urine by Confirmatory method,,,Negative,648,binary
COCAINEUR//14314-9,Benzoylecgonine [Presence] in Urine by Screen method,,,Negative,648,binary
RUBELLAB//8014-3,Rubella virus IgG Ab [Units/volume] in Serum,,Category,Positive,640,binary
HAPTOGLOB//4542-7,Haptoglobin [Mass/volume] in Serum or Plasma,mg/dL,Number,<8,631,numeric_like
KETONES//38493-3,Ketones [Titer] in Serum or Plasma,,Category,Negative,627,binary
CDIFTOXAG//34468-9,Clostridioides difficile toxin A+B [Presence] in Stool by Immunoassay,,Category,Negative,614,binary
ETHANOLUR//5644-0,Ethanol [Presence] in Urine,,,Negative,613,binary
AMPHMETHUR//16367-5,Deprecated Amphetamine/Methamphetamine [Mass ratio] in Urine Qualitative,,Category,Negative,610,binary
LIPASE//3040-3,Lipase [Enzymatic activity/volume] in Serum or Plasma,U/L,Number,<5,602,numeric_like
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Lactose Negative Gram Negative Rod,599,binary
RSVQLPCR//40988-8,Respiratory syncytial virus RNA [Presence] in Specimen by NAA with probe detection,,Category,Detected,598,binary
BENZOUR//14316-4,Benzodiazepines [Presence] in Urine by Screen method,,,Negative,587,binary
FUCUL//580-1,Fungus identified in Specimen by Culture,,,NEGATIVE,586,binary
TCRUZIAB//57320-4,Trypanosoma cruzi Ab [Presence] in Serum or Plasma by Immunoassay,,,NONREACTIVE,585,binary
IGMSER//2472-9,IgM [Mass/volume] in Serum or Plasma,mg/dL,Number,<5,582,numeric_like
VANCOTROUGH//4092-3,Vancomycin [Mass/volume] in Serum or Plasma --trough,mcg/mL,Number,<4.0,579,numeric_like
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Enterococcus species",577,organism
CANNABUR//18282-4,Cannabinoids [Presence] in Urine by Screen method,,,Negative,573,binary
ANAAB//42254-3,Nuclear Ab [Presence] in Serum by Immunofluorescence,titer,,<1:40,571,numeric_like
OPIATESUR//19295-5,Opiates [Presence] in Urine by Screen method,,,Negative,570,binary
TOXOPLIGM//12262-2,Toxoplasma gondii IgM Ab [Titer] in Serum by Immunoassay,,Category,Nonreactive,569,binary
PO2ART//2703-7,Oxygen [Partial pressure] in Arterial blood,mm Hg,Number,>500,558,numeric_like
THYGLOB//3013-0,Thyroglobulin [Mass/volume] in Serum or Plasma,ng/mL,Number,<0.2,557,numeric_like
PO2ART//2703-7,Oxygen [Partial pressure] in Arterial blood,mm Hg,Number,>488,551,numeric_like
CMVQPCR//30247-1,Cytomegalovirus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,,,NOT DETECTED,551,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,30%,550,numeric_like
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,"Normal respiratory tract flora isolated.  No clinically significant Staphylococcus aureus/MRSA, Pseudomonas aeruginosa, or Enterobacter species isolated.",543,organism
BILICON//15152-2,Bilirubin.conjugated [Mass/volume] in Serum or Plasma,mg/dL,Number,>30.0,542,numeric_like
BILIUR//1977-8,Bilirubin.total [Presence] in Urine,,Category,2+,537,ordinal
WBCSUR//5821-4,Leukocytes [#/area] in Urine sediment by Microscopy high power field,cells/uL,,>1000,532,numeric_like
FUCULUR//40435-0,Fungus identified in Urine by Culture,,Category,Negative,531,binary
ASTREPDIR//11268-0,Streptococcus pyogenes [Presence] in Throat by Organism specific culture,,Category,Negative by antigen detection assay.,530,binary
MTBQFNGOLD//71773-6,Mycobacterium tuberculosis stimulated gamma interferon [Interpretation] in Blood Qualitative,,Category,Positive,528,binary
COVID19QLPCR//94309-2,SARS-CoV-2 (COVID-19) RNA [Presence] in Specimen by NAA with probe detection,,,Not Detected,518,binary
HBVQPCRALPHA//5009-6,Hepatitis B virus DNA [Presence] in Specimen by NAA with probe detection,,Category,Detected,511,binary
HEPBSURABQ//16935-9,Hepatitis B virus surface Ab [Units/volume] in Serum,IU/L,,<10,509,numeric_like
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Klebsiella pneumoniae,505,organism
VZVAB//15410-4,Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay,,Category,Negative,505,binary
NDNAABIFA//6457-6,DNA double strand Ab [Presence] in Serum by Immunofluorescence (IF) Crithidia luciliae,titer,Category,Positive,504,binary
HIVABSCN//7918-6,HIV 1+2 Ab [Presence] in Serum,,,Nonreactive,500,binary
BILIUR//1977-8,Bilirubin.total [Presence] in Urine,,Category,Positive,498,binary
COVIDQLIGG//94563-4,SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum or Plasma by Immunoassay,,Category,Negative,497,binary
HEPBCORABTOT//13952-7,Hepatitis B virus core Ab [Presence] in Serum or Plasma by Immunoassay,,,Nonreactive,494,binary
PCO2VEN//2021-4,Carbon dioxide [Partial pressure] in Venous blood,mm Hg,Number,>100,492,numeric_like
KETONESUR//2514-8,Ketones [Presence] in Urine by Test strip,,,1+,490,ordinal
DEFAERO1//32367-5,Bacteria identified in Isolate by Aerobe culture,,,PERFORMED,487,units_as_values
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Pseudomonas aeruginosa,477,organism
EBVEAIGG//40752-8,Epstein Barr virus early IgG Ab [Presence] in Serum by Immunoassay,,Category,Negative,475,binary
BOHBUTYR//6873-4,Beta hydroxybutyrate [Moles/volume] in Serum or Plasma,mg/dL,Number,<1.0,473,numeric_like
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Lactose Positive Gram Negative Rod,472,binary
VITD25OH//62292-8,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma,ng/mL,Number,<6,470,numeric_like
BILITOT//1975-2,Bilirubin.total [Mass/volume] in Serum or Plasma,mg/dL,,<0.2,468,numeric_like
CYCLOTROUGH//16703-1,cycloSPORINE [Mass/volume] in Plasma,ng/mL,Number,<30,468,numeric_like
GLUCOSEUR//25428-4,Glucose [Presence] in Urine by Test strip,,,1+,464,ordinal
NITRITEUR//20407-3,Nitrite [Mass/volume] in Urine by Test strip,,,Positive,463,binary
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Enterococcus faecium,453,organism
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Probable Staphylococcus aureus,451,organism
HEPBSURAG//5196-1,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay,,Category,Reactive,450,binary
FECALBLDIA//29771-3,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay,,Category,Positive,448,binary
SRWEST//82477-1,Erythrocyte sedimentation rate by Photometric method,mm/hr,Number,>130,442,numeric_like
HCVQPCR//10676-5,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe with amplification,IU/mL,,NOT DETECTED,437,binary
FECALBLDIA//57905-2,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay --1st specimen,,,Negative,436,binary
DIGOXIN//10535-3,Digoxin [Mass/volume] in Serum or Plasma,ng/mL,Number,<0.5,432,numeric_like
RHEUMFAC//11572-5,Rheumatoid factor [Units/volume] in Serum or Plasma,IU/mL,,<10,430,numeric_like
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Probable candida albicans,428,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,40%,428,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 30%,427,unknown
HCVQPCRALPHA//5012-0,Hepatitis C virus RNA [Presence] in Specimen by NAA with probe detection,,Category,Detected,425,binary
SPECGRAVUR//2965-2,Specific gravity of Urine,,,<1.005,424,numeric_like
PREGTESTUR//2106-3,Choriogonadotropin (pregnancy test) [Presence] in Urine,,Category,Positive,421,binary
HEPBSURABCON//65633-0,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Confirmatory method,,Category,Positive,417,binary
RBCSUR//13945-1,Erythrocytes [#/area] in Urine sediment by Microscopy high power field,cells/uL,,>1000,415,numeric_like
A1ATRYPPHEN//32769-2,Alpha 1 antitrypsin phenotype [Interpretation] in Serum or Plasma,,,M1M1,414,units_as_values
COCCIABIGM//13948-5,Coccidioides immitis IgM Ab [Presence] in Serum by Immunoassay,,,<0.150,412,numeric_like
COCCIABIGG//13947-7,Coccidioides immitis IgG Ab [Presence] in Serum by Immunoassay,,,<0.150,409,numeric_like
HCGTOTAL//45194-8,Choriogonadotropin.intact+Beta subunit [Units/volume] in Serum or Plasma,mIU/mL,Number,<1,409,numeric_like
CMVQPCRLOG//96396-7,Cytomegalovirus DNA [log units/volume] (viral load) in Specimen by NAA with probe detection,,Number,<2.14,406,numeric_like
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,,Normal respiratory tract flora.,405,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"<10,000 CFU/mL Lactose Positive Gram Negative Rod",404,organism
GLUCOSEUR//25428-4,Glucose [Presence] in Urine by Test strip,,,3+,404,ordinal
NICOTINEUR//3854-7,Nicotine [Mass/volume] in Urine,ng/mL,,<15,403,numeric_like
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,No Growth Undiluted,403,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,NS,401,units_as_values
DSDNAAB//5130-0,DNA double strand Ab [Units/volume] in Serum,IU/mL,,<200,398,numeric_like
COVIDQLIGG//94563-4,SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum or Plasma by Immunoassay,,Category,Positive,394,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1L NC,392,unknown
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Many Pseudomonas aeruginosa,390,organism
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,trace,387,ordinal
HEPBCORABIGM//22319-8,Hepatitis B virus core IgM Ab [Units/volume] in Serum,,,Nonreactive,385,binary
THYSTIMIG//30166-3,Thyroid stimulating immunoglobulins actual/normal in Serum,IU/L,,<0.10,381,numeric_like
GYNINT//33717-0,Cervical AndOr vaginal cytology study,,Category,EPITHELIAL CELL ABNORMALITY: SQUAMOUS CELL: Atypical squamous cells of undetermined significance (ASC-US).,380,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Enterobacter cloacae complex",378,organism
CA199//24108-3,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,U/mL,Number,<3,377,numeric_like
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Lactose Negative Gram Negative Rod,376,binary
CLRANUR//2078-4,Chloride [Moles/volume] in Urine,mmol/L,Number,<20,374,numeric_like
COVID19QLPCR//94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,,,Positive,374,binary
AMMONIA//16362-6,Ammonia [Moles/volume] in Plasma,mcg/dL,Number,<18,372,numeric_like
PO2ART//2703-7,Oxygen [Partial pressure] in Arterial blood,mm Hg,Number,<30,370,numeric_like
FUCUL//580-1,Fungus identified in Specimen by Culture,,Category,Candida glabrata,369,organism
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Staphylococcus aureus,365,organism
BKVBLD//41479-7,BK virus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,  ***,,Not Detected,364,binary
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Streptococcus agalactiae",364,organism
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Enterococcus-like colonies,363,organism
CDIFTOXAG//34468-9,Clostridioides difficile toxin A+B [Presence] in Stool by Immunoassay,,Category,Positive,362,binary
BILIUR//1977-8,Bilirubin.total [Presence] in Urine,,,Small +,360,ordinal
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Enterococcus faecalis,358,organism
CCPAB//33935-8,Cyclic citrullinated peptide IgG Ab [Units/volume] in Serum or Plasma,Units,,<16,356,numeric_like
HEPBEAG//13954-3,Hepatitis B virus e Ag [Presence] in Serum or Plasma by Immunoassay,,Category,Nonreactive,354,binary
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Methicillin Resistant Staphylococcus aureus,352,organism
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Staphylococcus hominis,351,organism
HELPYLAGSTL//17780-8,Helicobacter pylori Ag [Presence] in Stool by Immunoassay,,Category,Positive,344,binary
EBVEAIGG//40752-8,Epstein Barr virus early IgG Ab [Presence] in Serum by Immunoassay,,Category,Positive,341,binary
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"20,000 CFU/mL Lactose Positive Gram Negative Rod",340,organism
BILITOT//15152-2,Bilirubin.conjugated [Mass/volume] in Serum or Plasma,mg/dL,,<0.2,339,numeric_like
IGMSER//2472-9,IgM [Mass/volume] in Serum or Plasma,mg/dL,Number,<6,337,numeric_like
SIROLIMUS//29247-4,Sirolimus [Mass/volume] in Blood,ng/mL,Number,<1.0,334,numeric_like
PROTCLUR//20454-5,Protein [Presence] in Urine by Test strip,,,TRACE,328,ordinal
PROTCLUR//20454-5,Protein [Presence] in Urine by Test strip,,,30 mg/dL +,327,free_text
AFPL3//42332-7,Alpha-1-Fetoprotein L3/Alpha-1-fetoprotein.total in Serum or Plasma,%,,<0.5,327,numeric_like
PROTUR//2888-6,Protein [Mass/volume] in Urine,mg/dL,Number,<6,323,numeric_like
ANAABTITER//9423-5,Nuclear Ab [Units/volume] in Serum by Immunofluorescence,titer,Category,1:80 SPECKLED,323,free_text
COCAINEUR//3393-6,Benzoylecgonine [Presence] in Urine,ng/mL,Category,Positive,321,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,RA,316,units_as_values
HEPEABIGM//14212-5,Hepatitis E virus IgM Ab [Presence] in Serum,,,Negative,312,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70%,308,numeric_like
